#genome	scope	assembly_level	total_length	gc	proteins	protein_length	coding_density	completeness	contamination	strain_heterogeneity	16s_copies
G000015225	Monoisolate	Complete Genome	1813393	57.65	1931	562857	91.43550239799096	98.53	0.74	0.0	1
G000015245	Monoisolate	Complete Genome	4306142	53.59	3723	1292943	88.47388218967234	100.0	0.54	0.0	8
G000015265	Monoisolate	Complete Genome	5293685	71.44	5085	1645277	91.57010664593757	98.96	2.68	12.5	2
G000015285	Monoisolate	Complete Genome	4559598	40.09	3828	1226198	79.23303764937172	100.0	0.15	60.0	10
G000015305	Monoisolate	Complete Genome	6491865	67.79	6170	2029477	92.11014092252381	100.0	0.1	0.0	2
G000015345	Monoisolate	Complete Genome	1389350	44.4	1285	431282	91.46183467088926	97.94	0.0	0.0	3
G000015405	Monoisolate	Complete Genome	6256079	68.23	6074	1959836	92.3003370002201	100.0	0.0	0.0	2
G000015445	Monoisolate	Complete Genome	1445021	38.24	1235	399919	81.53943783515949	98.28	5.8	100.0	2
G000015505	Monoisolate	Complete Genome	5366143	61.68	5020	1611136	88.45889869129466	99.38	1.46	0.0	2
G000015565	Monoisolate	Complete Genome	5597943	65.24	4950	1690168	88.96526813509891	99.62	0.08	0.0	3
G000015585	Monoisolate	Complete Genome	2678452	67.98	2462	838827	92.27777835854441	98.91	1.41	0.0	2
G000015645	Monoisolate	Complete Genome	1669886	31.32	1891	515893	90.99854720621647	99.64	0.0	0.0	1
G000015665	Monoisolate	Complete Genome	1704176	30.79	1901	514082	88.85121020364095	100.0	0.0	0.0	1
G000015685	Monoisolate	Complete Genome	1864731	34.98	2155	551641	87.12613240193893	99.73	0.0	0.0	1
G000015705	Monoisolate	Complete Genome	2682675	50.01	2742	760741	83.53143783723336	100.0	0.14	0.0	2
G000015725	Monoisolate	Complete Genome	4643639	68.78	4507	1442032	91.4925126608679	99.53	2.91	0.0	1
G000015745	Monoisolate	Complete Genome	3608012	48.86	3564	1033432	84.37289011233887	99.44	0.0	0.0	10
G000015765	Monoisolate	Complete Genome	1804962	50.01	1816	542847	88.60142207980002	99.54	0.0	0.0	3
G000015805	Monoisolate	Complete Genome	2009313	57.15	2292	630934	92.49235932878551	100.0	0.0	0.0	1
G000015825	Monoisolate	Complete Genome	2478101	62.06	2481	735119	87.38651088071067	99.35	1.31	92.86	1
G000015865	Monoisolate	Complete Genome	3843301	38.99	3398	1109589	85.06515622898128	99.33	0.67	0.0	4
G000015885	Monoisolate	Complete Genome	2274482	41.3	2131	682030	88.34816015250945	99.89	0.3	50.0	9
G000015945	Monoisolate	Complete Genome	1570485	35.73	1659	475169	89.12864497273135	98.73	0.0	0.0	1
G000015965	Monoisolate	Complete Genome	1641879	31.34	1875	506744	90.90560266621353	99.46	0.0	0.0	1
G000016065	Monoisolate	Complete Genome	4602594	53.67	3903	1340382	85.81076236574418	99.7	0.31	0.0	8
G000016085	Monoisolate	Complete Genome	1966858	52.99	1795	613756	91.9471054849918	98.36	1.09	0.0	1
G000016165	Monoisolate	Complete Genome	3608104	42.28	3522	1042119	85.08330136825325	100.0	1.27	0.0	8
G000016185	Monoisolate	Complete Genome	4355543	70.46	3937	1304115	88.21937930586381	99.56	0.0	0.0	4
G000016285	Monoisolate	Complete Genome	6320946	57.47	5781	1874710	87.38527429280364	99.67	1.44	14.29	4
G000016325	Monoisolate	Complete Genome	4676461	52.9	4411	1399851	88.19271667185934	99.7	0.1	0.0	7
G000016345	Monoisolate	Complete Genome	2159490	44.83	2135	684927	93.44650820332578	99.87	0.21	0.0	1
G000016385	Monoisolate	Complete Genome	2121076	55.05	2490	643511	89.3543654258499	100.0	0.0	0.0	1
G000016405	Monoisolate	Complete Genome	4557127	68.23	4504	1380392	89.23879014124469	99.39	0.23	0.0	4
G000016425	Monoisolate	Complete Genome	5183331	69.46	4682	1547944	87.99162160394542	99.49	0.77	0.0	3
G000016505	Monoisolate	Complete Genome	4023800	32.04	3973	1155431	84.58899547691237	99.31	0.0	0.0	7
G000016525	Monoisolate	Complete Genome	1853160	31.03	1782	567654	90.25043709123875	100.0	0.0	0.0	2
G000016545	Monoisolate	Complete Genome	2970275	35.25	2872	892495	88.52038952622232	99.5	0.0	0.0	3
G000016565	Monoisolate	Complete Genome	5072807	64.68	4633	1539336	89.40884208683674	99.94	0.79	0.0	4
G000016605	Monoisolate	Complete Genome	2191517	46.23	2391	665986	89.51497980622555	100.0	0.0	0.0	1
G000016645	Monoisolate	Complete Genome	6096872	34.11	5199	1823863	88.14816843784813	99.65	0.14	0.0	6
G000016665	Monoisolate	Complete Genome	5801598	60.39	4990	1730882	87.90919329467502	99.69	1.83	0.0	2
G000016705	Monoisolate	Complete Genome	1341892	47.17	1409	413813	90.8409171527962	99.01	0.0	0.0	1
G000016745	Monoisolate	Complete Genome	5136364	54.24	4550	1531097	87.83285218882463	97.66	0.0	0.0	2
G000016765	Monoisolate	Complete Genome	5915246	67.9	5464	1831322	91.21933390428732	99.1	1.81	0.0	2
G000016785	Monoisolate	Complete Genome	1823511	46.1	1811	590790	95.45470249425422	100.0	0.0	0.0	1
G000016825	Monoisolate	Complete Genome	1999618	38.87	1983	589275	86.81813226326229	98.9	0.0	0.0	6
G000016885	Monoisolate	Complete Genome	2995049	44.84	2441	851130	83.73859659725099	99.93	0.0	0.0	5
G000016905	Monoisolate	Complete Genome	1915238	31.4	1929	602070	92.61047452066009	98.28	0.0	0.0	4
G000016985	Monoisolate	Complete Genome	4929566	36.82	4823	1410001	84.2598922501494	99.29	2.13	25.0	10
G000017005	Monoisolate	Complete Genome	2196662	40.51	2055	661979	88.78990031238307	100.0	0.0	0.0	4
G000017045	Monoisolate	Complete Genome	3760560	28.18	3397	1039323	81.4228731890995	99.31	0.0	0.0	8
G000017105	Monoisolate	Complete Genome	2212937	42.37	2111	668282	88.97442629410598	100.0	0.0	0.0	1
G000017145	Monoisolate	Complete Genome	6817576	61.15	6494	2012062	86.94780960270924	99.16	0.0	0.0	3
G000017165	Monoisolate	Complete Genome	1720048	31.33	1746	507401	86.89867957173288	99.5	0.0	0.0	4
G000017185	Monoisolate	Complete Genome	1569500	30.04	1525	452970	85.02070723160242	99.03	0.0	0.0	2
G000017225	Multispecies	Complete Genome	1772694	33.28	1833	530127	88.09168418238004	99.5	0.0	0.0	3
G000017245	Monoisolate	Complete Genome	2319663	44.92	2138	698663	88.74267512134307	100.0	0.0	0.0	6
G000017265	Monoisolate	Complete Genome	4379231	71.1	4273	1358428	91.39145662788741	100.0	0.0	0.0	1
G000017305	Monoisolate	Complete Genome	4956672	74.25	4708	1504760	89.44265426479703	99.19	0.54	0.0	4
G000017405	Monoisolate	Complete Genome	5205777	56.13	5012	1559477	88.25748778712573	100.0	0.0	0.0	4
G000017425	Monoisolate	Complete Genome	4094159	35.87	4102	1132349	81.4655952541169	98.85	0.0	0.0	13
G000017465	Monoisolate	Complete Genome	1971270	44.54	1943	610581	91.25386172366038	99.88	0.0	0.0	3
G000017505	Monoisolate	Complete Genome	5277990	73.53	4602	1612070	89.9986926841468	99.35	0.65	0.0	2
G000017545	Monoisolate	Complete Genome	1948941	34.99	1829	606859	91.74536325111944	98.25	0.0	0.0	2
G000017565	Monoisolate	Complete Genome	3914745	62.33	3703	1200531	90.354467532368	100.0	0.0	0.0	1
G000017585	Monoisolate	Complete Genome	1714951	31.74	1637	506969	87.08995184118963	99.88	1.48	50.0	3
G000017625	Monoisolate	Complete Genome	2542943	54.51	2527	750531	86.94473293345546	99.54	1.31	0.0	1
G000017645	Monoisolate	Complete Genome	5625098	67.35	5177	1675589	87.76423095206519	100.0	0.32	0.0	2
G000017685	Monoisolate	Complete Genome	3951448	38.89	3693	1251261	93.30270827301788	100.0	0.0	0.0	2
G000017705	Monoisolate	Complete Genome	6058377	45.42	5638	1752215	85.212079076624	99.73	0.09	0.0	11
G000017785	Monoisolate	Complete Genome	1890909	32.16	2097	569578	88.72589849643742	99.82	0.0	0.0	3
G000017805	Monoisolate	Complete Genome	5723298	60.69	4907	1677890	86.3837074358176	99.69	0.0	0.0	2
G000017845	Monoisolate	Complete Genome	5460377	37.94	5091	1593604	85.98137088336574	99.96	0.0	0.0	2
G000017865	Monoisolate	Complete Genome	2135342	38.7	2084	686778	94.76556916877952	100.0	0.0	0.0	1
G000017945	Monoisolate	Complete Genome	1297538	56.52	1490	411120	93.32489684309823	99.37	0.84	0.0	1
G000018025	Monoisolate	Complete Genome	5517674	46.08	4655	1568399	83.7540420111808	99.84	0.0	0.0	12
G000018105	Monoisolate	Complete Genome	8361599	46.96	7769	2386976	84.1003257869697	99.53	5.07	51.16	2
G000018145	Monoisolate	Complete Genome	4417868	65.52	4283	1351471	90.12736460211124	99.09	0.56	0.0	2
G000018205	Monoisolate	Complete Genome	1231060	32.33	1313	328211	78.52038081003363	100.0	0.0	0.0	1
G000018245	Monoisolate	Complete Genome	1528980	31.63	1572	447118	86.13860220539183	99.04	0.0	0.0	1
G000018265	Monoisolate	Complete Genome	5786361	69.52	5095	1717031	87.43236033838883	99.39	0.12	0.0	3
G000018285	Monoisolate	Complete Genome	5174581	44.66	4369	1474473	83.95804413922596	99.68	0.04	0.0	11
G000018305	Monoisolate	Complete Genome	2077567	43.1	2077	625617	88.7151172501296	99.26	0.0	0.0	1
G000018325	Monoisolate	Complete Genome	3123558	36.26	2980	905716	85.42460232849847	98.58	0.95	0.0	8
G000018365	Monoisolate	Complete Genome	1847607	51.27	1998	570735	90.99370158264176	97.52	0.0	0.0	1
G000018405	Monoisolate	Complete Genome	3944167	56.17	3315	1186009	88.60798744069407	99.35	0.65	0.0	1
G000018425	Monoisolate	Complete Genome	2349476	60.85	2301	693960	87.01276369709672	98.09	0.32	0.0	2
G000018465	Multispecies	Complete Genome	1645259	34.17	1947	514794	92.15315035505049	100.0	0.97	0.0	1
G000018485	Monoisolate	Complete Genome	1744193	33.42	1869	523076	88.33471983891691	99.98	0.0	0.0	3
G000018545	Monoisolate	Complete Genome	6891900	62.42	6413	2015527	86.16158098637531	100.0	0.0	0.0	3
G000018565	Monoisolate	Complete Genome	6785430	50.9	5617	2044380	88.78438065089463	98.18	1.82	0.0	5
G000018605	Monoisolate	Complete Genome	2169548	34.12	1986	666451	90.51074232973872	96.55	0.0	0.0	2
G000018665	Monoisolate	Complete Genome	6767514	66.48	6122	2058024	89.60333144489987	99.85	0.1	0.0	5
G000018685	Monoisolate	Complete Genome	4847594	35.35	4095	1365065	82.97347096312109	99.11	3.36	0.0	8
G000018785	Monoisolate	Complete Genome	1496992	31.93	1389	465346	91.59026901947371	98.65	0.0	0.0	2
G000018865	Monoisolate	Complete Genome	5258541	56.7	4336	1497671	83.92107240392345	99.69	0.0	0.0	3
G000018885	Monoisolate	Complete Genome	3155250	56.27	3528	970771	90.6242928452579	99.02	0.49	0.0	2
G000018945	Monoisolate	Complete Genome	1884562	46.94	1915	612504	95.75662673873293	100.0	0.0	0.0	1
G000019165	Monoisolate	Complete Genome	3075407	56.98	2749	896699	85.90384947423219	100.0	0.89	0.0	10
G000019205	Monoisolate	Complete Genome	1571661	29.62	1580	504089	94.49575958174186	98.78	0.0	0.0	3
G000019225	Monoisolate	Complete Genome	4576573	51.99	3695	1409395	90.75607446882198	100.0	1.1	0.0	3
G000019285	Monoisolate	Complete Genome	2049711	32.57	1977	640984	92.13684270611809	99.82	0.34	0.0	3
G000019365	Monoisolate	Complete Genome	7737025	71.5	6992	2181203	83.05754472810932	99.69	0.0	0.0	6
G000019405	Monoisolate	Complete Genome	2263857	37.38	2068	682438	88.82005356345387	99.84	0.0	0.0	5
G000019485	Monoisolate	Complete Genome	3409935	49.19	3233	1017294	87.89481324424072	100.0	0.0	0.0	2
G000019525	Monoisolate	Complete Genome	5935403	43.7	4996	1723059	85.5407964716128	99.84	0.0	0.0	10
G000019605	Monoisolate	Complete Genome	1590757	49.0	1683	495812	91.81383454543969	93.39	2.8	0.0	1
G000019665	Monoisolate	Complete Genome	2287145	45.48	2109	692087	89.15901702777917	98.65	0.34	0.0	1
G000019685	Monoisolate	Complete Genome	1574881	28.01	1568	459997	86.04231049838052	100.0	0.0	0.0	1
G000019705	Monoisolate	Complete Genome	1242163	27.53	1214	368318	87.35206249099353	100.0	2.42	100.0	1
G000019725	Monoisolate	Complete Genome	6899110	71.04	6504	1999815	85.39658013859759	100.0	0.16	0.0	6
G000019745	Monoisolate	Complete Genome	1560469	45.56	1917	476225	89.8747107440135	92.78	0.21	0.0	1
G000019785	Monoisolate	Complete Genome	4909403	68.9	4366	1536815	92.24148027774457	100.0	0.0	0.0	2
G000019805	Monoisolate	Complete Genome	1769823	59.91	2051	549442	91.44016096524906	100.0	0.0	0.0	1
G000019845	Monoisolate	Complete Genome	4418616	56.98	4021	1261285	84.09841452617742	99.55	0.94	66.67	3
G000019905	Monoisolate	Complete Genome	3040786	47.7	3079	913393	88.48896305100062	100.0	0.0	0.0	9
G000019945	Multispecies	Complete Genome	5848997	69.36	5446	1709748	86.1221505157209	99.69	0.47	0.0	5
G000019965	Monoisolate	Complete Genome	5957605	65.34	4672	1793667	88.72521760002552	99.32	3.42	0.0	1
G000020005	Monoisolate	Complete Genome	3191453	36.31	2981	946777	87.40492183340942	98.31	1.69	0.0	4
G000020025	Monoisolate	Complete Genome	9059191	41.35	7754	2507444	81.54794396100048	99.56	0.44	0.0	4
G000020045	Monoisolate	Complete Genome	8676562	62.29	7814	2516562	85.45473425995228	99.09	0.79	0.0	6
G000020145	Multispecies	Complete Genome	1643562	39.95	1541	508361	91.13614211085435	96.63	0.0	0.0	1
G000020165	Monoisolate	Complete Genome	3847969	27.48	3492	1078498	82.57433986604362	100.0	0.0	0.0	11
G000020205	Monoisolate	Complete Genome	5325729	63.65	4994	1604954	88.78846445247214	99.94	0.0	0.0	3
G000020225	Monoisolate	Complete Genome	2664102	55.76	2190	798142	88.28625930989129	97.96	0.0	0.0	3
G000020305	Monoisolate	Complete Genome	1202435	49.77	1023	354860	86.96328699680232	100.0	1.28	75.0	1
G000020365	Monoisolate	Complete Genome	5657782	48.76	4934	1693438	88.19454337406425	99.35	1.29	0.0	6
G000020385	Monoisolate	Complete Genome	3994874	54.74	3718	1247588	92.01654420139408	99.68	0.65	0.0	2
G000020465	Monoisolate	Complete Genome	2763181	51.32	2573	830440	88.5480538553211	99.98	0.0	0.0	2
G000020485	Monoisolate	Complete Genome	2578146	37.88	2419	767500	87.70721285761162	99.12	0.88	100.0	4
G000020505	Monoisolate	Complete Genome	2289249	55.8	2100	682741	87.87248569290628	98.89	0.28	0.0	2
G000020525	Monoisolate	Complete Genome	3293456	45.04	2819	977910	87.4927735485156	99.45	1.09	0.0	1
G000020545	Monoisolate	Complete Genome	2736403	48.93	2590	800790	86.21800224601421	99.45	0.0	0.0	2
G000020565	Monoisolate	Complete Genome	1884364	35.05	1537	522650	81.7362781288541	81.31	1.46	0.0	1
G000020605	Monoisolate	Complete Genome	3449685	41.48	3271	1031119	88.06438848764454	99.28	0.0	0.0	5
G000020625	Monoisolate	Complete Genome	2579695	50.11	2382	774620	88.47208681646474	98.9	0.27	0.0	1
G000020645	Monoisolate	Complete Genome	3018238	48.08	2922	903503	88.19205112386763	98.9	0.0	0.0	3
G000020685	Monoisolate	Complete Genome	3855329	62.97	3631	1122635	85.78832052984325	98.3	0.57	0.0	4
G000020725	Monoisolate	Complete Genome	4615150	60.27	4022	1369069	87.40994333878639	99.78	0.0	0.0	4
G000020785	Monoisolate	Complete Genome	1559514	34.85	1636	505563	95.50340683058953	100.0	0.0	0.0	2
G000020905	Monoisolate	Complete Genome	1365223	45.34	1434	411085	88.7039699741361	100.0	0.0	0.0	1
G000020945	Monoisolate	Complete Genome	1424912	44.77	1417	449225	92.88384124774021	100.0	0.0	0.0	2
G000020965	Monoisolate	Complete Genome	1959987	33.74	1890	623818	93.77725464505632	100.0	1.72	0.0	2
G000020985	Monoisolate	Complete Genome	2003803	34.13	2007	641695	94.34759804232252	99.08	3.67	100.0	1
G000021025	Monoisolate	Complete Genome	3169329	62.35	3003	939536	87.33864486773068	99.57	0.0	0.0	7
G000021045	Monoisolate	Complete Genome	5365318	65.68	4821	1574647	86.47148221223794	99.59	1.01	25.0	6
G000021285	Monoisolate	Complete Genome	2016657	30.81	2005	629156	91.9160273660816	96.39	0.0	0.0	3
G000021325	Monoisolate	Complete Genome	3914947	66.32	3614	1187455	89.36695694730989	100.0	0.0	0.0	4
G000021385	Monoisolate	Complete Genome	4040304	67.11	3249	1144614	83.47948570206599	99.7	0.0	0.0	4
G000021485	Monoisolate	Complete Genome	2982397	58.77	3051	917358	90.61540096774507	99.34	0.0	0.0	2
G000021545	Monoisolate	Complete Genome	1640877	32.75	1716	527662	94.73744832793682	99.39	0.0	0.0	2
G000021565	Monoisolate	Complete Genome	1983966	37.08	2054	639989	95.03645727799771	99.8	1.83	12.5	2
G000021645	Monoisolate	Complete Genome	1855560	33.96	1818	593370	94.21926534307701	100.0	0.0	0.0	2
G000021685	Monoisolate	Complete Genome	2920744	64.28	2651	880761	88.85164191041734	98.13	0.0	0.0	2
G000021705	Monoisolate	Chromosome	2169363	40.46	2136	617213	83.81073153732224	98.91	0.15	0.0	3
G000021725	Monoisolate	Complete Genome	1676444	33.51	1737	533858	93.8164352641663	99.59	0.41	0.0	4
G000021745	Multispecies	Complete Genome	4305430	63.08	3914	1268106	86.78025191444293	99.37	0.0	0.0	2
G000021805	Monoisolate	Complete Genome	4787694	39.76	4540	1398734	86.06847054135038	99.56	0.0	0.0	2
G000021825	Monoisolate	Complete Genome	6554169	38.51	5914	1843127	82.84981665867939	99.71	0.0	0.0	3
G000021865	Monoisolate	Complete Genome	3871920	66.56	3632	1188540	90.44226120374388	99.09	0.63	0.0	4
G000021885	Monoisolate	Complete Genome	2269156	39.99	2208	666429	86.51965752905485	99.47	0.46	0.0	6
G000021905	Multispecies	Complete Genome	6517073	54.48	5288	1933332	87.41916808358599	99.35	1.14	0.0	2
G000021925	Monoisolate	Complete Genome	5279134	47.54	4924	1554826	86.77502787388993	98.98	3.32	0.0	5
G000021945	Monoisolate	Complete Genome	4684931	56.43	3955	1413755	88.92278242731857	99.69	0.0	0.0	3
G000021965	Monoisolate	Complete Genome	2922917	55.35	2779	855770	86.2559901632513	99.84	0.0	0.0	3
G000021985	Monoisolate	Complete Genome	3464554	65.06	3318	1034946	88.00907707023761	99.88	0.12	0.0	1
G000022005	Monoisolate	Complete Genome	4042929	67.17	3724	1222024	89.05600370424511	99.68	0.0	0.0	2
G000022025	Monoisolate	Complete Genome	4980870	65.96	4645	1514488	89.58645778749495	99.71	0.0	0.0	5
G000022045	Monoisolate	Complete Genome	5786110	50.65	5440	1708020	86.96936283617146	99.29	0.24	0.0	2
G000022065	Monoisolate	Complete Genome	4068724	37.4	3513	1213647	87.89527134305497	99.32	1.01	50.0	8
G000022085	Multispecies	Complete Genome	8839022	68.44	8636	2461885	82.04407682207375	99.84	0.42	0.0	7
G000022125	Monoisolate	Complete Genome	2873437	58.07	2398	823679	84.46330996642698	99.41	0.0	0.0	3
G000022145	Multispecies	Complete Genome	5029329	74.72	4520	1549111	90.75781282155134	99.35	0.0	0.0	2
G000022185	Monoisolate	Complete Genome	5268950	56.68	4338	1496743	83.70301483217719	99.69	0.0	0.0	3
G000022205	Monoisolate	Complete Genome	3692576	63.97	3643	1071570	85.48910029204545	99.76	0.0	0.0	3
G000022265	Monoisolate	Complete Genome	4304501	53.47	3834	1320312	90.38092917158109	99.35	0.0	0.0	2
G000022305	Monoisolate	Complete Genome	3796573	66.83	3526	1160531	90.06448710455456	99.93	0.62	0.0	3
G000022325	Monoisolate	Complete Genome	2931662	35.19	2807	872351	87.66187916615216	100.0	0.0	0.0	3
G000022365	Monoisolate	Complete Genome	2045438	53.56	2175	644986	92.89120471996706	100.0	0.0	0.0	1
G000022385	Monoisolate	Complete Genome	2736272	35.11	3071	820449	88.3143561751171	99.4	0.0	0.0	1
G000022405	Monoisolate	Complete Genome	2608832	35.1	2879	785860	88.72867244805337	99.4	0.0	0.0	1
G000022425	Monoisolate	Complete Genome	2692402	35.01	2956	806768	88.26170831844577	99.4	0.0	0.0	1
G000022445	Monoisolate	Complete Genome	2586647	35.0	2851	780327	88.85851065104747	99.4	0.0	0.0	1
G000022465	Monoisolate	Complete Genome	2702058	35.39	3051	815049	88.84550220609624	99.4	0.0	0.0	1
G000022485	Monoisolate	Complete Genome	2854410	35.31	3256	853737	88.09200500278517	99.4	0.0	0.0	1
G000022525	Monoisolate	Complete Genome	879977	41.27	812	256258	85.79678787059207	99.26	0.0	0.0	1
G000022545	Monoisolate	Complete Genome	1845800	40.2	2021	571514	91.20403077256474	98.51	0.0	0.0	1
G000022565	Monoisolate	Complete Genome	4127356	60.5	3370	1241883	88.66841144790999	100.0	0.85	0.0	1
G000022605	Monoisolate	Complete Genome	640935	27.16	596	207208	95.26363827845258	98.82	0.0	0.0	1
G000022725	Monoisolate	Complete Genome	2369520	38.04	1997	612541	76.15719639420642	99.89	0.44	100.0	2
G000022885	Monoisolate	Complete Genome	3812301	57.44	3426	1077499	83.27089072977186	99.25	0.45	0.0	8
G000022905	Monoisolate	Complete Genome	2819226	60.56	2662	858243	89.69217082986607	99.56	0.0	0.0	4
G000022965	Monoisolate	Complete Genome	1938483	60.48	1571	571288	86.84476469486707	100.0	0.0	0.0	4
G000023025	Monoisolate	Complete Genome	5193164	50.89	4218	1539357	87.3495233349072	100.0	0.0	0.0	3
G000023065	Monoisolate	Complete Genome	3471292	49.03	3176	1051714	89.26742550036126	100.0	0.54	0.0	8
G000023105	Monoisolate	Complete Genome	4669183	73.12	4217	1471076	92.8375263938038	99.71	0.0	0.0	2
G000023125	Monoisolate	Complete Genome	6967790	51.54	5865	2146147	90.76367112097236	99.7	0.3	0.0	4
G000023145	Monoisolate	Complete Genome	2446804	57.46	2127	735790	88.60897726176677	97.86	0.0	0.0	3
G000023205	Monoisolate	Complete Genome	2501097	73.0	2288	769726	90.68236857666857	98.25	0.0	0.0	2
G000023225	Monoisolate	Complete Genome	3942657	58.65	3455	1199379	89.6385610008682	99.96	0.0	0.0	2
G000023245	Monoisolate	Complete Genome	8248144	73.71	7065	2465837	88.09043586047964	100.0	1.05	0.0	5
